Epoch,Total Loss,Target Loss,Regularization Loss
1,2.1327782,2.105404,0.27374244
2,1.236929,1.2092161,0.27712914
3,0.37469292,0.34747893,0.27213982
4,0.12968673,0.10208246,0.27604267
5,0.09043654,0.062361594,0.28074947
6,0.04672379,0.01939568,0.2732811
7,0.042394556,0.015203493,0.2719106
8,0.029819582,0.0019609581,0.27858624
9,0.032172143,0.004931459,0.27240682
10,0.030442249,0.0028907761,0.27551472
11,0.02890623,0.0015833718,0.2732286
12,0.028182179,0.0009184648,0.27263713
13,0.028669205,0.0016687786,0.27000424
14,0.02790991,0.0009778009,0.26932108
15,0.028194312,0.0007729578,0.27421352
16,0.029156137,0.0023602834,0.26795855
17,0.027496127,6.715914e-05,0.27428967
18,0.027551256,0.00020103462,0.2735022
19,0.027657863,0.00024580536,0.27412057
20,0.02730699,4.6138535e-05,0.27260852
21,0.027581539,8.349681e-05,0.27498043
22,0.027228702,0.00021177015,0.27016932
23,0.027011754,0.00011887081,0.26892883
24,0.027528575,4.0185238e-05,0.2748839
25,0.027578466,3.325783e-05,0.27545208
26,0.027329795,9.454675e-05,0.2723525
27,0.027057773,7.2337825e-05,0.26985434
28,0.02698502,0.00020000283,0.26785016
29,0.027359286,8.301763e-05,0.2727627
30,0.027414916,8.53829e-06,0.27406377
31,0.02719312,6.82477e-05,0.27124873
32,0.027618788,2.3863397e-05,0.27594924
33,0.02722188,2.007888e-05,0.27201802
34,0.02749329,3.6914673e-05,0.27456376
35,0.027161287,0.00016135254,0.26999936
36,0.027257528,3.0045805e-05,0.27227482
37,0.02745708,0.00020208296,0.27255
38,0.027251083,2.7468966e-05,0.27223614
39,0.027210874,1.882681e-05,0.27192047
40,0.027719228,0.00011486205,0.27604365
41,0.027039193,4.353504e-05,0.26995656
42,0.02731469,2.7803595e-05,0.27286887
43,0.026984701,8.3634e-05,0.26901066
44,0.027025064,4.5697954e-05,0.26979366
45,0.027282147,4.178219e-05,0.27240363
46,0.0274255,3.8835322e-05,0.27386662
47,0.027048372,1.5459642e-05,0.27032912
48,0.026947597,8.0692625e-05,0.26866904
49,0.027370004,2.7392489e-05,0.27342612
50,0.027430682,1.5615999e-05,0.27415064
51,0.027204236,1.8715229e-05,0.2718552
52,0.02732723,1.3976832e-05,0.27313253
53,0.027213227,4.7859892e-05,0.27165365
54,0.026867675,8.057747e-05,0.26787096
55,0.02716063,1.7061078e-05,0.27143568
56,0.026884938,8.329684e-06,0.26876608
57,0.027144229,6.4596056e-06,0.27137768
58,0.026965719,1.1198097e-05,0.2695452
59,0.026936634,5.7072135e-05,0.2687956
60,0.026955964,2.5672674e-05,0.2693029
61,0.027002338,1.8730281e-05,0.26983607
62,0.027063029,2.1270642e-05,0.27041757
63,0.027328448,3.0819523e-05,0.27297628
64,0.02677175,3.191631e-05,0.26739833
65,0.02687434,1.913979e-05,0.26855198
66,0.026857916,3.662542e-05,0.2682129
67,0.027169941,7.368544e-06,0.27162573
68,0.026791489,3.4908957e-05,0.2675658
69,0.026683398,2.8778533e-05,0.2665462
70,0.027113175,1.5392456e-05,0.27097782
71,0.02704525,2.0041527e-05,0.27025208
72,0.02672879,2.7111091e-05,0.2670168
73,0.027139915,2.1159054e-05,0.27118754
74,0.026817493,2.1389831e-05,0.26796103
75,0.027229344,5.6549443e-06,0.27223688
76,0.027526023,8.932939e-06,0.2751709
77,0.026956625,8.858615e-06,0.26947767
78,0.026525782,0.00013126586,0.26394516
79,0.026819108,1.3298985e-05,0.2680581
80,0.027079614,1.1019261e-05,0.27068594
81,0.026848482,4.931874e-05,0.26799163
82,0.027277563,2.2946679e-05,0.27254617
83,0.027179344,1.6405525e-05,0.27162936
84,0.027037034,1.016247e-05,0.2702687
85,0.02702887,3.3018943e-05,0.2699585
