Epoch,Total Loss,Target Loss,Regularization Loss
1,3.3505611,3.3223376,0.28223532
2,2.7557876,2.7271788,0.28608897
3,1.2004901,1.1719308,0.28559276
4,0.7833839,0.7544171,0.28966781
5,0.3543424,0.32556528,0.28777137
6,0.3553605,0.3264212,0.289393
7,0.16052262,0.13199404,0.2852858
8,0.07796215,0.04895632,0.29005834
9,0.06711649,0.03850562,0.2861087
10,0.049403444,0.021024141,0.28379303
11,0.03681647,0.007935308,0.28881162
12,0.039899863,0.011553414,0.28346446
13,0.0331482,0.004362389,0.2878581
14,0.033061333,0.0045808293,0.28480503
15,0.03190205,0.0033153214,0.28586727
16,0.030580882,0.0018031064,0.28777775
17,0.029433083,0.0012303572,0.28202724
18,0.030020902,0.0015777235,0.2844318
19,0.029814137,0.00136196,0.28452176
20,0.030546691,0.0019111591,0.28635532
21,0.030128973,0.00168899,0.2843998
22,0.030107252,0.0017020283,0.28405225
23,0.029412854,0.0010150566,0.283978
24,0.0292744,0.0009771645,0.28297237
25,0.028727895,0.0006792867,0.28048608
26,0.028714601,0.00049220095,0.282224
27,0.02857603,0.0005761167,0.27999914
28,0.029616015,0.0015377484,0.28078267
29,0.028215386,0.0003731031,0.27842283
30,0.02824841,0.0004740568,0.27774355
31,0.029753797,0.0016434737,0.28110322
32,0.028431851,0.0007607727,0.27671078
33,0.028115619,0.0005345551,0.27581063
34,0.02818797,0.00039580843,0.27792162
35,0.028472472,0.00032179433,0.28150678
36,0.028175255,0.00088156835,0.27293688
37,0.027850432,0.0005144421,0.2733599
38,0.027939355,0.0003851964,0.27554157
39,0.027970305,0.00028279654,0.27687508
40,0.027989449,0.0002470289,0.2774242
41,0.027292771,0.00035051396,0.26942256
42,0.027819453,0.00030446923,0.27514982
43,0.027376229,0.00047118988,0.2690504
44,0.027395919,0.0004666088,0.2692931
45,0.027282767,0.00015469058,0.27128077
46,0.027205264,0.00018581447,0.2701945
47,0.027443884,0.0003637796,0.27080104
48,0.027348574,0.00026892612,0.27079648
49,0.028144805,0.0008317874,0.27313018
50,0.026988363,0.00035777883,0.26630583
51,0.027315073,0.00013371569,0.27181357
52,0.027623395,0.00039242144,0.27230972
53,0.027349051,0.00021997774,0.27129072
54,0.02775876,0.00092343247,0.26835328
55,0.027361372,0.0001654712,0.271959
56,0.027226971,0.0002917727,0.269352
57,0.027260335,0.00065274956,0.26607585
58,0.027158346,0.00012452027,0.27033827
59,0.027141571,0.00034115877,0.26800412
60,0.027153911,0.0002090083,0.26944903
61,0.027051926,0.00033530258,0.26716623
62,0.02692264,0.00055575586,0.26366884
63,0.026678558,0.0003422177,0.2633634
64,0.026890183,0.00011485177,0.2677533
65,0.026469167,0.00029263517,0.26176533
66,0.026610233,0.00025954645,0.26350686
67,0.026680455,0.00014551004,0.26534945
68,0.026934313,0.000107320826,0.26826993
69,0.02689769,0.0004908701,0.2640682
70,0.026781356,0.00020826492,0.26573092
71,0.02690136,0.00013417719,0.26767182
72,0.026976362,9.565255e-05,0.26880708
73,0.026633112,0.0004769059,0.26156205
74,0.026569817,0.00012712198,0.26442695
75,0.026842624,0.0003728114,0.26469812
76,0.026390433,0.00023159885,0.26158834
77,0.026695425,0.00022297597,0.2647245
78,0.026395123,0.00022810246,0.2616702
79,0.027311174,0.0005562139,0.2675496
80,0.026558125,0.00027275403,0.2628537
81,0.026631324,0.00021500333,0.2641632
82,0.026565457,0.00023143306,0.26334023
83,0.026675034,0.00019123958,0.26483795
84,0.026761679,0.00013170621,0.26629972
85,0.026358657,0.0004960384,0.25862616
86,0.026225926,0.00017164831,0.26054278
87,0.026551876,0.00030115258,0.26250723
88,0.026132902,0.00033140357,0.25801498
