Epoch,Total Loss,Target Loss,Regularization Loss
1,2.7487009,2.7199945,0.287062
2,1.3692204,1.3403939,0.28826475
3,0.56418157,0.5358753,0.28306252
4,0.22784448,0.19903916,0.2880531
5,0.11109564,0.08228889,0.28806746
6,0.058894437,0.030462202,0.28432235
7,0.05180335,0.02319106,0.2861229
8,0.033535216,0.0043649105,0.29170305
9,0.030886827,0.002654714,0.28232113
10,0.03153893,0.0029976936,0.28541237
11,0.028928164,0.00037213066,0.28556034
12,0.030001143,0.0009808991,0.29020244
13,0.028953556,0.0003063735,0.2864718
14,0.02871405,0.00025553053,0.28458518
15,0.029154329,0.00022913558,0.28925192
16,0.02891789,0.00010114155,0.28816748
17,0.029394265,2.2850074e-05,0.29371414
18,0.028849555,6.247397e-05,0.28787082
19,0.028652655,5.8616737e-05,0.28594038
20,0.02884699,2.8817476e-05,0.28818172
21,0.028211698,6.200592e-05,0.2814969
22,0.029611753,2.4435527e-05,0.29587317
23,0.02891068,5.48197e-05,0.2885586
24,0.02879743,2.2090291e-05,0.2877534
25,0.029435268,2.5412624e-05,0.29409856
26,0.028683875,1.612271e-05,0.2866775
27,0.02936262,1.5578764e-05,0.2934704
28,0.02931901,9.409839e-06,0.293096
29,0.029403947,1.2732571e-05,0.29391214
30,0.028500991,1.5459547e-05,0.2848553
31,0.02860225,2.4749552e-05,0.285775
32,0.02866223,1.6487524e-05,0.28645742
33,0.028511211,7.435625e-06,0.28503776
34,0.02892634,5.423968e-06,0.28920916
35,0.029170735,4.067995e-06,0.29166666
36,0.029403808,1.2889469e-06,0.29402518
37,0.028801331,5.8709975e-06,0.2879546
38,0.029067773,9.104373e-06,0.29058668
39,0.028992947,5.759227e-06,0.28987187
40,0.028906556,8.11342e-06,0.28898442
41,0.028618127,5.781584e-06,0.28612345
42,0.028674947,2.3428931e-05,0.28651518
43,0.029181136,5.8113783e-06,0.29175323
44,0.028670246,2.577894e-06,0.28667668
45,0.028805813,5.5059168e-06,0.28800306
46,0.029676232,1.3112978e-06,0.2967492
47,0.02848164,1.7522081e-05,0.28464118
48,0.02907066,3.9636916e-06,0.29066697
49,0.028797677,4.552273e-06,0.28793123
50,0.02877797,1.2039418e-05,0.2876593
51,0.028142575,2.5614241e-05,0.2811696
52,0.028498719,2.3326307e-05,0.28475392
53,0.029414207,4.8130314e-06,0.29409394
54,0.029021233,6.303109e-06,0.2901493
55,0.029112697,1.0862182e-05,0.29101834
56,0.029269064,8.910568e-06,0.29260153
57,0.028554745,6.9662033e-06,0.2854778
58,0.0291063,1.2806636e-05,0.29093492
59,0.029108802,6.1987225e-06,0.29102603
60,0.029406048,3.3005615e-06,0.29402748
61,0.029106239,2.0265518e-06,0.29104212
62,0.028477779,1.6724947e-05,0.28461054
63,0.029347291,1.0154449e-05,0.29337135
64,0.028845476,5.476136e-06,0.2884
65,0.029080985,4.939692e-06,0.29076046
66,0.02889101,5.342012e-06,0.2888567
67,0.029130658,4.991852e-06,0.29125667
68,0.028553123,4.7534295e-06,0.2854837
69,0.028608685,3.753609e-05,0.2857115
70,0.02891541,1.0184513e-05,0.28905225
71,0.028628776,4.067996e-06,0.28624707
72,0.028353252,1.45804115e-05,0.2833867
73,0.028876929,5.863494e-06,0.28871065
74,0.02881164,1.0512044e-05,0.28801125
75,0.028452247,1.2710429e-05,0.28439537
76,0.028599685,1.1324865e-06,0.28598553
77,0.028280517,1.0102746e-05,0.28270414
78,0.028840953,2.8610089e-06,0.28838092
79,0.028664585,1.4669027e-05,0.28649917
80,0.02853063,4.4777753e-06,0.2852615
81,0.028243206,6.1168503e-06,0.2823709
82,0.029247077,1.3775296e-05,0.292333
83,0.028995952,6.7202595e-06,0.28989232
84,0.029074607,2.518285e-06,0.29072088
85,0.028768113,2.6449459e-06,0.28765467
86,0.02804352,1.3820383e-05,0.28029698
87,0.029452631,5.766549e-06,0.29446864
88,0.02906863,1.1548382e-06,0.29067475
89,0.02841399,1.1860896e-05,0.2840213
90,0.028828567,7.2120843e-06,0.28821355
91,0.028222507,9.126745e-06,0.2821338
92,0.028993126,6.1466662e-06,0.2898698
93,0.028225094,3.5017579e-06,0.28221592
94,0.028545212,4.0009313e-06,0.2854121
95,0.028214913,2.4363308e-06,0.28212476
96,0.028451413,9.149154e-06,0.28442264
97,0.028705858,1.0914573e-05,0.28694943
98,0.028299047,8.351883e-06,0.28290695
99,0.02820417,1.8677765e-05,0.2818549
100,0.0281357,5.826306e-06,0.28129873
101,0.028003097,3.8268114e-05,0.27964827
102,0.028022988,7.964504e-06,0.28015023
103,0.028591292,7.2790385e-06,0.28584012
104,0.028030265,2.3281598e-05,0.28006983
105,0.028690776,1.8924427e-06,0.28688884
106,0.02823423,2.6983478e-05,0.28207245
107,0.028553853,3.4421541e-06,0.2855041
108,0.028323896,1.7269353e-05,0.28306627
109,0.02834233,2.4091538e-05,0.28318238
110,0.028493593,2.935511e-06,0.28490657
111,0.028680025,6.1615337e-06,0.28673863
112,0.028363641,9.722668e-06,0.28353918
113,0.028202092,5.1631887e-06,0.28196928
114,0.028182086,2.0787063e-06,0.28180006
115,0.02812235,4.2915085e-06,0.2811806
116,0.028512228,3.7997725e-06,0.28508428
117,0.028424265,1.0035736e-05,0.2841423
118,0.028171692,1.6822127e-05,0.2815487
119,0.028066296,3.263329e-06,0.28063032
120,0.028372899,2.1159585e-06,0.28370783
121,0.028041145,2.4139792e-06,0.2803873
122,0.02818066,1.884991e-06,0.28178775
123,0.027381172,2.1374857e-05,0.27359796
124,0.028199604,2.503381e-06,0.281971
125,0.027718587,1.18311455e-05,0.27706754
126,0.02795657,1.3410625e-05,0.27943158
127,0.027672091,8.717039e-06,0.27663374
128,0.027856044,8.679635e-06,0.27847365
129,0.027114209,2.5679501e-05,0.2708853
130,0.027921649,4.298923e-06,0.2791735
131,0.027896987,3.606857e-05,0.2786092
132,0.027593013,2.3117795e-05,0.27569896
133,0.027844828,2.2724075e-06,0.27842554
134,0.027689343,9.715328e-06,0.27679628
135,0.027485065,8.381692e-06,0.27476683
136,0.027878305,4.5820807e-06,0.27873722
137,0.027747918,4.6640216e-06,0.27743253
138,0.027308717,7.986897e-06,0.2730073
139,0.027138142,8.128493e-06,0.27130014
140,0.027498635,1.0095251e-05,0.2748854
141,0.027367478,1.0222029e-05,0.27357256
142,0.028149543,1.08701115e-05,0.28138673
143,0.027582105,4.656505e-06,0.27577448
144,0.027241705,3.024927e-06,0.2723868
145,0.027166402,6.385085e-06,0.27160016
146,0.02719774,1.0691048e-05,0.27187046
147,0.027000075,1.0937031e-05,0.26989138
148,0.027296713,1.7484854e-05,0.27279228
149,0.027231451,3.3386677e-05,0.27198064
150,0.027609486,5.9156173e-06,0.2760357
151,0.0270522,6.2211398e-06,0.27045977
152,0.027082007,3.106867e-06,0.270789
153,0.026737181,4.899433e-05,0.26688185
154,0.026596233,6.3776242e-06,0.26589856
155,0.026664644,7.1673617e-06,0.26657477
156,0.026570503,9.19386e-06,0.26561308
157,0.026286647,1.0609377e-05,0.26276037
158,0.02657271,6.601112e-06,0.2656611
159,0.026751652,1.0728213e-05,0.26740924
160,0.026879145,2.503387e-06,0.2687664
161,0.02607568,1.9712663e-05,0.26055968
162,0.026142213,1.0892427e-05,0.2613132
163,0.026338253,3.9338815e-06,0.2633432
164,0.025876421,6.0944826e-06,0.25870326
165,0.025831323,7.636747e-06,0.25823686
166,0.025701715,1.2114242e-05,0.256896
167,0.025910093,3.2976164e-05,0.25877115
168,0.025347799,1.36935505e-05,0.25334105
169,0.02574221,5.4314064e-06,0.2573678
170,0.02513167,1.0199703e-05,0.2512147
171,0.025315313,1.3492616e-05,0.2530182
172,0.02529572,1.2233414e-05,0.25283486
173,0.025278842,2.2500676e-06,0.25276592
174,0.02499246,1.8818706e-05,0.24973641
175,0.024438666,1.3760981e-05,0.24424905
176,0.02464529,3.322938e-06,0.24641965
177,0.024561366,1.1398766e-05,0.24549967
178,0.024003467,7.957085e-06,0.23995508
179,0.024627559,4.8204824e-06,0.24622738
180,0.024225704,2.637489e-06,0.24223067
181,0.023840113,1.0117243e-05,0.23829994
182,0.023965744,4.41071e-06,0.23961332
183,0.024337683,7.4727996e-06,0.24330209
184,0.023826597,8.880938e-06,0.23817715
185,0.023781586,9.000079e-06,0.23772585
186,0.023335274,7.159905e-06,0.23328114
187,0.02339842,5.8784235e-06,0.23392542
188,0.023132954,2.3996938e-05,0.23108958
189,0.022710701,3.248436e-06,0.22707452
190,0.022985166,2.6449445e-06,0.2298252
191,0.022582015,7.062946e-06,0.22574951
192,0.022505341,4.93225e-06,0.22500408
193,0.022884933,4.3063883e-06,0.22880626
194,0.022137709,1.0683907e-05,0.22127025
195,0.022353757,1.1756704e-05,0.22342
196,0.021705953,7.3760148e-06,0.21698578
197,0.021677712,1.1711966e-05,0.21666
198,0.021819627,1.2933891e-05,0.21806693
199,0.021723697,8.6040935e-05,0.21637656
200,0.021571474,7.733596e-06,0.2156374
201,0.021365207,1.6584607e-05,0.21348621
202,0.021230405,8.627596e-06,0.21221776
203,0.020758614,4.924797e-06,0.20753689
204,0.020604003,1.1667184e-05,0.20592335
205,0.020722065,3.488724e-05,0.20687178
206,0.020502994,1.2255992e-05,0.20490737
207,0.020019246,2.2186818e-05,0.1999706
208,0.02018339,4.813026e-06,0.20178577
209,0.01999399,1.755317e-05,0.19976437
210,0.019651253,0.00018262742,0.19468625
211,0.019912904,1.3351186e-05,0.19899552
212,0.019824687,8.538171e-06,0.19816148
213,0.01946747,8.024099e-06,0.19459444
214,0.01921679,4.556298e-05,0.19171228
215,0.019460725,3.771791e-05,0.19423006
216,0.018855028,0.00018609775,0.1866893
217,0.018575883,3.7539703e-05,0.18538342
218,0.018756857,4.841463e-05,0.18708444
219,0.018311288,4.5290068e-05,0.18265997
220,0.01827513,6.7649555e-05,0.1820748
221,0.017953232,2.8912356e-05,0.17924319
222,0.017733319,1.8067178e-05,0.17715251
223,0.017906206,3.926151e-05,0.17866944
224,0.017672773,2.3349283e-05,0.17649423
225,0.017055955,3.993288e-05,0.17016022
226,0.017341392,7.6625925e-05,0.17264767
227,0.017450653,3.9023573e-05,0.17411628
228,0.016781623,4.5579167e-05,0.16736044
229,0.016665926,5.1063427e-05,0.16614863
230,0.016846495,3.6110025e-05,0.16810384
231,0.016879652,0.00013500304,0.1674465
232,0.016369356,8.474244e-05,0.16284613
233,0.016084747,0.00013257696,0.1595217
234,0.016126033,3.0755036e-05,0.16095278
235,0.016009593,0.00011153628,0.15898056
236,0.016303867,5.9852457e-05,0.16244015
237,0.015166524,4.1652238e-05,0.15124871
238,0.015293736,0.00014677974,0.15146956
239,0.015389151,4.654817e-05,0.15342602
240,0.015361449,8.009025e-05,0.15281358
241,0.014617117,8.6890665e-05,0.14530227
242,0.014830325,7.324865e-05,0.14757076
243,0.014664412,4.2771444e-05,0.1462164
244,0.0145869665,8.120846e-05,0.14505757
245,0.014542478,6.115703e-05,0.14481321
246,0.01448098,0.00012247905,0.14358501
247,0.014031168,0.00015237124,0.13878797
248,0.013943885,0.00010939446,0.13834491
249,0.013709605,0.0001748337,0.13534771
250,0.013844211,9.115913e-05,0.13753052
251,0.013265012,0.000105719795,0.13159291
252,0.012937389,3.2840493e-05,0.12904549
253,0.012661336,3.64222e-05,0.12624913
254,0.013090111,0.00011571762,0.12974393
255,0.013063365,9.0030946e-05,0.12973334
256,0.012938142,0.00015885636,0.12779285
257,0.013134572,4.7359208e-05,0.13087212
258,0.012393671,2.69481e-05,0.12366723
259,0.012316572,9.299682e-05,0.122235745
260,0.012408753,0.00016548697,0.12243266
261,0.012404714,9.848754e-05,0.12306226
262,0.012375401,0.00010847654,0.12266924
263,0.011908068,6.543093e-05,0.118426375
264,0.0117589235,5.6677945e-05,0.117022455
265,0.011763322,7.7576275e-05,0.116857454
266,0.011973266,4.38364e-05,0.119294286
267,0.011311627,8.539883e-05,0.11226228
268,0.011205758,6.6953464e-05,0.11138804
269,0.01092924,7.683462e-05,0.10852405
270,0.011016191,0.00010139252,0.10914799
271,0.010797901,9.048723e-05,0.107074134
272,0.01109139,5.6836514e-05,0.11034553
273,0.010815551,0.00015001566,0.10665535
274,0.010554616,8.918946e-05,0.104654275
275,0.010966627,0.00012334317,0.10843283
276,0.010512593,4.7307924e-05,0.10465285
277,0.009985449,7.922667e-05,0.09906222
278,0.010203382,2.650843e-05,0.10176874
279,0.009795899,6.8159585e-05,0.09727739
280,0.009975831,8.3603045e-05,0.098922275
281,0.009791941,4.5915385e-05,0.09746026
282,0.009672544,0.00015245246,0.09520091
283,0.00959112,8.271238e-05,0.09508407
284,0.009402819,8.372712e-05,0.093190916
285,0.009581276,4.312759e-05,0.09538148
286,0.009321342,0.00013123345,0.091901086
287,0.00864218,8.4797444e-05,0.08557382
288,0.00874757,3.699831e-05,0.087105714
289,0.0086570745,8.8383415e-05,0.08568691
290,0.008998466,0.000101071884,0.08897394
291,0.008841565,3.0054583e-05,0.088115096
292,0.008417114,0.00011215938,0.08304954
293,0.008536907,9.325128e-05,0.08443655
294,0.008201788,7.2919865e-05,0.08128868
295,0.008304773,5.4059008e-05,0.08250714
296,0.008427828,0.00020094072,0.08226887
297,0.0078516705,5.339995e-05,0.07798271
298,0.007940696,6.820162e-05,0.078724936
299,0.008248254,9.4216215e-05,0.08154037
300,0.007561021,2.1196392e-05,0.075398244
301,0.00789552,3.4099954e-05,0.07861419
302,0.0076815225,4.3544882e-05,0.076379776
303,0.00775568,0.00017846937,0.07577211
304,0.0075162277,6.1215535e-05,0.07455012
305,0.006955374,5.8564536e-05,0.068968095
306,0.007280788,0.00016882998,0.07111958
307,0.007098072,8.125458e-05,0.070168175
308,0.007083039,9.183983e-05,0.06991199
309,0.007117164,8.709548e-05,0.07030068
310,0.006905697,4.8305796e-05,0.06857391
311,0.0075194496,0.00019560194,0.07323848
312,0.006608423,3.5433557e-05,0.065729894
313,0.006684292,6.8875954e-05,0.06615416
314,0.006590776,4.6875328e-05,0.06543901
315,0.006363326,6.4435284e-05,0.06298891
316,0.0062708827,5.7477177e-05,0.062134054
317,0.006095657,6.830199e-05,0.06027355
